ID,datetime,passengers-in,passengers-out,station
1555457,2020/9/1 9:30,9,54,1s
1567316,2020/9/1 9:30,33,58,1t
1822564,2020/9/1 9:30,26,10,2a
1833948,2020/9/1 9:30,37,72,2b
1845533,2020/9/1 9:30,25,9,2c
1857082,2020/9/1 9:30,11,20,2d
1868795,2020/9/1 9:30,23,45,2e
1880541,2020/9/1 9:30,11,102,2f
1892260,2020/9/1 9:30,11,36,2g
1904055,2020/9/1 9:30,29,59,2h
1915726,2020/9/1 9:30,30,40,2i
1927232,2020/9/1 9:30,14,34,2j
1938719,2020/9/1 9:30,11,101,2k
1950231,2020/9/1 9:30,12,36,2l
1961689,2020/9/1 9:30,14,14,2m
1973135,2020/9/1 9:30,14,15,2n
1984558,2020/9/1 9:30,16,24,2o
1995932,2020/9/1 9:30,12,25,2p
2007421,2020/9/1 9:30,12,67,2q
2018959,2020/9/1 9:30,12,17,2r
2030399,2020/9/1 9:30,15,14,2s
2041838,2020/9/1 9:30,43,29,2t
2053415,2020/9/1 9:30,208,169,2u
2064953,2020/9/1 9:30,35,19,2v
2076461,2020/9/1 9:30,23,11,2w
2087987,2020/9/1 9:30,40,19,2x
1344420,2020/9/1 9:45,91,57,1a
1356006,2020/9/1 9:45,28,20,1b
1367692,2020/9/1 9:45,41,32,1c
1379427,2020/9/1 9:45,43,29,1d
1391362,2020/9/1 9:45,50,46,1e
1403215,2020/9/1 9:45,62,55,1f
1415004,2020/9/1 9:45,24,35,1g
1426653,2020/9/1 9:45,9,9,1h
1438368,2020/9/1 9:45,14,47,1i
1450134,2020/9/1 9:45,16,16,1j
1462091,2020/9/1 9:45,18,18,1k
1473814,2020/9/1 9:45,8,14,1l
1485503,2020/9/1 9:45,13,96,1m
1497157,2020/9/1 9:45,14,64,1n
1508665,2020/9/1 9:45,14,139,1o
1520274,2020/9/1 9:45,11,78,1p
1531885,2020/9/1 9:45,15,21,1q
1543752,2020/9/1 9:45,9,20,1r
1555458,2020/9/1 9:45,10,53,1s
1567317,2020/9/1 9:45,26,63,1t
1822565,2020/9/1 9:45,28,12,2a
1833949,2020/9/1 9:45,41,59,2b
1845534,2020/9/1 9:45,17,19,2c
1857083,2020/9/1 9:45,11,29,2d
1868796,2020/9/1 9:45,23,40,2e
1880542,2020/9/1 9:45,13,97,2f
1892261,2020/9/1 9:45,10,45,2g
1904056,2020/9/1 9:45,26,54,2h
1915727,2020/9/1 9:45,32,41,2i
1927233,2020/9/1 9:45,20,43,2j
1938720,2020/9/1 9:45,10,100,2k
1950232,2020/9/1 9:45,9,34,2l
1961690,2020/9/1 9:45,16,17,2m
1973136,2020/9/1 9:45,13,7,2n
1984559,2020/9/1 9:45,15,25,2o
1995933,2020/9/1 9:45,8,31,2p
2007422,2020/9/1 9:45,12,85,2q
2018960,2020/9/1 9:45,9,14,2r
2030400,2020/9/1 9:45,15,15,2s
2041839,2020/9/1 9:45,46,34,2t
2053416,2020/9/1 9:45,198,177,2u
2064954,2020/9/1 9:45,28,10,2v
2076462,2020/9/1 9:45,23,10,2w
2087988,2020/9/1 9:45,32,23,2x
1344421,2020/9/1 10:00,87,54,1a
1356007,2020/9/1 10:00,39,20,1b
1367693,2020/9/1 10:00,40,30,1c
1379428,2020/9/1 10:00,48,28,1d
1391363,2020/9/1 10:00,51,44,1e
1403216,2020/9/1 10:00,67,70,1f
1415005,2020/9/1 10:00,19,29,1g
1426654,2020/9/1 10:00,8,8,1h
1438369,2020/9/1 10:00,35,39,1i
1450135,2020/9/1 10:00,16,14,1j
1462092,2020/9/1 10:00,15,23,1k
1473815,2020/9/1 10:00,13,11,1l
1485504,2020/9/1 10:00,15,108,1m
1497158,2020/9/1 10:00,11,70,1n
1508666,2020/9/1 10:00,17,140,1o
1520275,2020/9/1 10:00,15,83,1p
1531886,2020/9/1 10:00,9,20,1q
1543753,2020/9/1 10:00,13,17,1r
1555459,2020/9/1 10:00,14,39,1s
1567318,2020/9/1 10:00,30,58,1t
1822566,2020/9/1 10:00,21,16,2a
1833950,2020/9/1 10:00,34,80,2b
1845535,2020/9/1 10:00,24,12,2c
1857084,2020/9/1 10:00,10,31,2d
1868797,2020/9/1 10:00,21,37,2e
1880543,2020/9/1 10:00,15,94,2f
1892262,2020/9/1 10:00,9,31,2g
1904057,2020/9/1 10:00,20,45,2h
1915728,2020/9/1 10:00,38,31,2i
1927234,2020/9/1 10:00,23,31,2j
1938721,2020/9/1 10:00,14,139,2k
1950233,2020/9/1 10:00,8,41,2l
1961691,2020/9/1 10:00,18,18,2m
1973137,2020/9/1 10:00,9,14,2n
1984560,2020/9/1 10:00,12,22,2o
1995934,2020/9/1 10:00,13,32,2p
2007423,2020/9/1 10:00,13,101,2q
2018961,2020/9/1 10:00,8,12,2r
2030401,2020/9/1 10:00,13,11,2s
2041840,2020/9/1 10:00,43,38,2t
2053417,2020/9/1 10:00,171,145,2u
2064955,2020/9/1 10:00,25,13,2v
2076463,2020/9/1 10:00,24,16,2w
2087989,2020/9/1 10:00,32,19,2x
1344422,2020/9/1 10:15,80,55,1a
1356008,2020/9/1 10:15,31,19,1b
1367694,2020/9/1 10:15,40,43,1c
1379429,2020/9/1 10:15,41,30,1d
1391364,2020/9/1 10:15,48,42,1e
1403217,2020/9/1 10:15,89,65,1f
1415006,2020/9/1 10:15,24,25,1g
1426655,2020/9/1 10:15,11,9,1h
1438370,2020/9/1 10:15,32,44,1i
1450136,2020/9/1 10:15,14,13,1j
1462093,2020/9/1 10:15,18,16,1k
1473816,2020/9/1 10:15,9,11,1l
1485505,2020/9/1 10:15,12,51,1m
1497159,2020/9/1 10:15,9,62,1n
1508667,2020/9/1 10:15,32,61,1o
1520276,2020/9/1 10:15,22,83,1p
1531887,2020/9/1 10:15,15,13,1q
1543754,2020/9/1 10:15,11,14,1r
1555460,2020/9/1 10:15,13,30,1s
1567319,2020/9/1 10:15,33,49,1t
1822567,2020/9/1 10:15,24,13,2a
1833951,2020/9/1 10:15,32,62,2b
1845536,2020/9/1 10:15,20,20,2c
1857085,2020/9/1 10:15,9,32,2d
1868798,2020/9/1 10:15,22,39,2e
1880544,2020/9/1 10:15,20,72,2f
1892263,2020/9/1 10:15,12,34,2g
1904058,2020/9/1 10:15,23,45,2h
1915729,2020/9/1 10:15,33,42,2i
1927235,2020/9/1 10:15,17,41,2j
1938722,2020/9/1 10:15,20,132,2k
1950234,2020/9/1 10:15,16,30,2l
1961692,2020/9/1 10:15,12,13,2m
1973138,2020/9/1 10:15,15,7,2n
1984561,2020/9/1 10:15,16,24,2o
1995935,2020/9/1 10:15,13,28,2p
2007424,2020/9/1 10:15,9,102,2q
2018962,2020/9/1 10:15,12,11,2r
2030402,2020/9/1 10:15,22,8,2s
2041841,2020/9/1 10:15,41,32,2t
2053418,2020/9/1 10:15,175,126,2u
2064956,2020/9/1 10:15,19,12,2v
2076464,2020/9/1 10:15,25,7,2w
2087990,2020/9/1 10:15,30,24,2x
1344423,2020/9/1 10:30,68,59,1a
1356009,2020/9/1 10:30,25,18,1b
1367695,2020/9/1 10:30,36,33,1c
1379430,2020/9/1 10:30,41,25,1d
1391365,2020/9/1 10:30,56,43,1e
1403218,2020/9/1 10:30,64,62,1f
1415007,2020/9/1 10:30,28,20,1g
1426656,2020/9/1 10:30,12,17,1h
1438371,2020/9/1 10:30,27,56,1i
1450137,2020/9/1 10:30,19,14,1j
1462094,2020/9/1 10:30,15,26,1k
1473817,2020/9/1 10:30,9,8,1l
1485506,2020/9/1 10:30,11,142,1m
1497160,2020/9/1 10:30,8,49,1n
1508668,2020/9/1 10:30,39,128,1o
1520277,2020/9/1 10:30,25,94,1p
1531888,2020/9/1 10:30,10,8,1q
1543755,2020/9/1 10:30,9,12,1r
1555461,2020/9/1 10:30,13,28,1s
1567320,2020/9/1 10:30,35,45,1t
1822568,2020/9/1 10:30,16,7,2a
1833952,2020/9/1 10:30,31,82,2b
1845537,2020/9/1 10:30,16,20,2c
1857086,2020/9/1 10:30,12,27,2d
1868799,2020/9/1 10:30,18,42,2e
1880545,2020/9/1 10:30,21,70,2f
1892264,2020/9/1 10:30,9,32,2g
1904059,2020/9/1 10:30,27,46,2h
1915730,2020/9/1 10:30,37,29,2i
1927236,2020/9/1 10:30,11,30,2j
1938723,2020/9/1 10:30,20,121,2k
1950235,2020/9/1 10:30,12,38,2l
1961693,2020/9/1 10:30,11,17,2m
1973139,2020/9/1 10:30,11,14,2n
1984562,2020/9/1 10:30,11,21,2o
1995936,2020/9/1 10:30,9,21,2p
2007425,2020/9/1 10:30,12,118,2q
2018963,2020/9/1 10:30,7,9,2r
2030403,2020/9/1 10:30,13,12,2s
2041842,2020/9/1 10:30,35,32,2t
2053419,2020/9/1 10:30,175,139,2u
2064957,2020/9/1 10:30,27,18,2v
2076465,2020/9/1 10:30,20,8,2w
2087991,2020/9/1 10:30,28,19,2x
1344424,2020/9/1 10:45,64,44,1a
1356010,2020/9/1 10:45,31,16,1b
1367696,2020/9/1 10:45,32,29,1c
1379431,2020/9/1 10:45,41,26,1d
1391366,2020/9/1 10:45,46,43,1e
1403219,2020/9/1 10:45,59,69,1f
1415008,2020/9/1 10:45,23,25,1g
1426657,2020/9/1 10:45,9,15,1h
1438372,2020/9/1 10:45,33,29,1i
1450138,2020/9/1 10:45,9,12,1j
1462095,2020/9/1 10:45,20,23,1k
1473818,2020/9/1 10:45,10,9,1l
1485507,2020/9/1 10:45,23,143,1m
1497161,2020/9/1 10:45,12,46,1n
1508669,2020/9/1 10:45,52,135,1o
1520278,2020/9/1 10:45,27,101,1p
1531889,2020/9/1 10:45,7,11,1q
1543756,2020/9/1 10:45,8,12,1r
1555462,2020/9/1 10:45,12,28,1s
1567321,2020/9/1 10:45,36,39,1t
1822569,2020/9/1 10:45,18,12,2a
1833953,2020/9/1 10:45,30,71,2b
1845538,2020/9/1 10:45,11,14,2c
1857087,2020/9/1 10:45,12,27,2d
1868800,2020/9/1 10:45,24,34,2e
1880546,2020/9/1 10:45,16,55,2f
1892265,2020/9/1 10:45,11,35,2g
1904060,2020/9/1 10:45,20,33,2h
1915731,2020/9/1 10:45,33,30,2i
1927237,2020/9/1 10:45,16,32,2j
1938724,2020/9/1 10:45,22,143,2k
1950236,2020/9/1 10:45,11,30,2l
1961694,2020/9/1 10:45,16,9,2m
1973140,2020/9/1 10:45,8,9,2n
1984563,2020/9/1 10:45,13,16,2o
1995937,2020/9/1 10:45,8,29,2p
2007426,2020/9/1 10:45,17,130,2q
2018964,2020/9/1 10:45,8,10,2r
2030404,2020/9/1 10:45,14,11,2s
2041843,2020/9/1 10:45,41,35,2t
2053420,2020/9/1 10:45,108,138,2u
2064958,2020/9/1 10:45,19,12,2v
2076466,2020/9/1 10:45,16,12,2w
2087992,2020/9/1 10:45,38,21,2x
1344425,2020/9/1 11:00,73,50,1a
1356011,2020/9/1 11:00,26,20,1b
1367697,2020/9/1 11:00,32,34,1c
1379432,2020/9/1 11:00,30,27,1d
1391367,2020/9/1 11:00,39,43,1e
1403220,2020/9/1 11:00,66,70,1f
1415009,2020/9/1 11:00,20,22,1g
1426658,2020/9/1 11:00,7,14,1h
1438373,2020/9/1 11:00,21,30,1i
1450139,2020/9/1 11:00,12,14,1j
1462096,2020/9/1 11:00,15,24,1k
1473819,2020/9/1 11:00,12,7,1l
1485508,2020/9/1 11:00,26,174,1m
1497162,2020/9/1 11:00,13,35,1n
1508670,2020/9/1 11:00,59,109,1o
1520279,2020/9/1 11:00,26,108,1p
1531890,2020/9/1 11:00,8,12,1q
1543757,2020/9/1 11:00,14,14,1r
1555463,2020/9/1 11:00,12,26,1s
1567322,2020/9/1 11:00,41,40,1t
1822570,2020/9/1 11:00,17,9,2a
1833954,2020/9/1 11:00,41,68,2b
1845539,2020/9/1 11:00,17,10,2c
1857088,2020/9/1 11:00,12,25,2d
1868801,2020/9/1 11:00,35,43,2e
1880547,2020/9/1 11:00,18,55,2f
1892266,2020/9/1 11:00,13,28,2g
1904061,2020/9/1 11:00,21,45,2h
1915732,2020/9/1 11:00,30,24,2i
1927238,2020/9/1 11:00,17,24,2j
1938725,2020/9/1 11:00,20,124,2k
1950237,2020/9/1 11:00,11,34,2l
1961695,2020/9/1 11:00,16,16,2m
1973141,2020/9/1 11:00,7,9,2n
1984564,2020/9/1 11:00,9,18,2o
1995938,2020/9/1 11:00,15,26,2p
2007427,2020/9/1 11:00,15,128,2q
2018965,2020/9/1 11:00,8,7,2r
2030405,2020/9/1 11:00,11,10,2s
2041844,2020/9/1 11:00,39,30,2t
2053421,2020/9/1 11:00,92,127,2u
2064959,2020/9/1 11:00,18,12,2v
2076467,2020/9/1 11:00,13,10,2w
2087993,2020/9/1 11:00,32,13,2x
1344426,2020/9/1 11:15,61,47,1a
1356012,2020/9/1 11:15,25,15,1b
1367698,2020/9/1 11:15,32,23,1c
1379433,2020/9/1 11:15,37,33,1d
1391368,2020/9/1 11:15,41,31,1e
1403221,2020/9/1 11:15,52,61,1f
1415010,2020/9/1 11:15,16,28,1g
1426659,2020/9/1 11:15,14,10,1h
1438374,2020/9/1 11:15,28,23,1i
1450140,2020/9/1 11:15,13,15,1j
1462097,2020/9/1 11:15,17,17,1k
1473820,2020/9/1 11:15,13,12,1l
1485509,2020/9/1 11:15,24,167,1m
1497163,2020/9/1 11:15,12,26,1n
1508671,2020/9/1 11:15,66,100,1o
1520280,2020/9/1 11:15,28,107,1p
1531891,2020/9/1 11:15,7,11,1q
1543758,2020/9/1 11:15,13,9,1r
1555464,2020/9/1 11:15,11,17,1s
1567323,2020/9/1 11:15,38,42,1t
1822571,2020/9/1 11:15,19,13,2a
1833955,2020/9/1 11:15,38,65,2b
1845540,2020/9/1 11:15,17,19,2c
1857089,2020/9/1 11:15,12,30,2d
1868802,2020/9/1 11:15,28,28,2e
1880548,2020/9/1 11:15,16,45,2f
1892267,2020/9/1 11:15,14,43,2g
1904062,2020/9/1 11:15,30,34,2h
1915733,2020/9/1 11:15,37,26,2i
1927239,2020/9/1 11:15,26,24,2j
1938726,2020/9/1 11:15,22,103,2k
1950238,2020/9/1 11:15,11,28,2l
1961696,2020/9/1 11:15,7,12,2m
1973142,2020/9/1 11:15,17,9,2n
1984565,2020/9/1 11:15,9,16,2o
1995939,2020/9/1 11:15,8,29,2p
2007428,2020/9/1 11:15,21,131,2q
2018966,2020/9/1 11:15,8,12,2r
2030406,2020/9/1 11:15,14,11,2s
2041845,2020/9/1 11:15,35,29,2t
2053422,2020/9/1 11:15,163,132,2u
2064960,2020/9/1 11:15,12,14,2v
2076468,2020/9/1 11:15,11,7,2w
2087994,2020/9/1 11:15,27,20,2x
1344427,2020/9/1 11:30,47,39,1a
1356013,2020/9/1 11:30,19,16,1b
1367699,2020/9/1 11:30,23,36,1c
1379434,2020/9/1 11:30,31,28,1d
1391369,2020/9/1 11:30,34,39,1e
1403222,2020/9/1 11:30,57,68,1f
1415011,2020/9/1 11:30,16,29,1g
1426660,2020/9/1 11:30,12,11,1h
1438375,2020/9/1 11:30,23,22,1i
1450141,2020/9/1 11:30,12,8,1j
1462098,2020/9/1 11:30,18,21,1k
1473821,2020/9/1 11:30,8,10,1l
1485510,2020/9/1 11:30,32,175,1m
1497164,2020/9/1 11:30,20,26,1n
1508672,2020/9/1 11:30,75,87,1o
1520281,2020/9/1 11:30,30,106,1p
1531892,2020/9/1 11:30,15,12,1q
1543759,2020/9/1 11:30,13,8,1r
1555465,2020/9/1 11:30,10,21,1s
1567324,2020/9/1 11:30,43,37,1t
1822572,2020/9/1 11:30,14,16,2a
1833956,2020/9/1 11:30,42,58,2b
1845541,2020/9/1 11:30,22,14,2c
1857090,2020/9/1 11:30,19,19,2d
1868803,2020/9/1 11:30,37,33,2e
1880549,2020/9/1 11:30,20,48,2f
1892268,2020/9/1 11:30,12,39,2g
1904063,2020/9/1 11:30,22,42,2h
1915734,2020/9/1 11:30,27,27,2i
1927240,2020/9/1 11:30,35,20,2j
1938727,2020/9/1 11:30,33,110,2k
1950239,2020/9/1 11:30,16,31,2l
1961697,2020/9/1 11:30,11,8,2m
1973143,2020/9/1 11:30,16,8,2n
1984566,2020/9/1 11:30,10,16,2o
1995940,2020/9/1 11:30,13,31,2p
2007429,2020/9/1 11:30,24,137,2q
2018967,2020/9/1 11:30,7,11,2r
2030407,2020/9/1 11:30,14,10,2s
2041846,2020/9/1 11:30,32,22,2t
2053423,2020/9/1 11:30,193,118,2u
2064961,2020/9/1 11:30,15,13,2v
2076469,2020/9/1 11:30,10,14,2w
2087995,2020/9/1 11:30,28,16,2x
1344428,2020/9/1 11:45,51,44,1a
1356014,2020/9/1 11:45,24,14,1b
1367700,2020/9/1 11:45,22,30,1c
1379435,2020/9/1 11:45,27,21,1d
1391370,2020/9/1 11:45,29,43,1e
1403223,2020/9/1 11:45,52,57,1f
1415012,2020/9/1 11:45,19,27,1g
1426661,2020/9/1 11:45,14,15,1h
1438376,2020/9/1 11:45,27,23,1i
1450142,2020/9/1 11:45,14,7,1j
1462099,2020/9/1 11:45,10,13,1k
1473822,2020/9/1 11:45,7,11,1l
1485511,2020/9/1 11:45,33,183,1m
1497165,2020/9/1 11:45,17,25,1n
1508673,2020/9/1 11:45,90,78,1o
1520282,2020/9/1 11:45,28,115,1p
1531893,2020/9/1 11:45,14,7,1q
1543760,2020/9/1 11:45,13,7,1r
1555466,2020/9/1 11:45,11,23,1s
1567325,2020/9/1 11:45,44,40,1t
1822573,2020/9/1 11:45,13,7,2a
1833957,2020/9/1 11:45,32,41,2b
1845542,2020/9/1 11:45,23,12,2c
1857091,2020/9/1 11:45,27,26,2d
1868804,2020/9/1 11:45,29,30,2e
1880550,2020/9/1 11:45,24,38,2f
1892269,2020/9/1 11:45,21,46,2g
1904064,2020/9/1 11:45,18,35,2h
1915735,2020/9/1 11:45,39,32,2i
1927241,2020/9/1 11:45,28,23,2j
1938728,2020/9/1 11:45,36,90,2k
1950240,2020/9/1 11:45,13,38,2l
1961698,2020/9/1 11:45,11,17,2m
1973144,2020/9/1 11:45,8,12,2n
1984567,2020/9/1 11:45,12,16,2o
1995941,2020/9/1 11:45,12,32,2p
2007430,2020/9/1 11:45,23,148,2q
2018968,2020/9/1 11:45,16,7,2r
2030408,2020/9/1 11:45,14,12,2s
2041847,2020/9/1 11:45,24,27,2t
2053424,2020/9/1 11:45,81,136,2u
2064962,2020/9/1 11:45,12,12,2v
2076470,2020/9/1 11:45,13,11,2w
2087996,2020/9/1 11:45,27,19,2x
1344429,2020/9/1 12:00,43,38,1a
1356015,2020/9/1 12:00,18,17,1b
1367701,2020/9/1 12:00,31,27,1c
1379436,2020/9/1 12:00,27,21,1d
1391371,2020/9/1 12:00,35,34,1e
1403224,2020/9/1 12:00,58,63,1f
1415013,2020/9/1 12:00,18,21,1g
1426662,2020/9/1 12:00,9,11,1h
1438377,2020/9/1 12:00,26,24,1i
1450143,2020/9/1 12:00,9,10,1j
1462100,2020/9/1 12:00,13,10,1k
1473823,2020/9/1 12:00,12,10,1l
1485512,2020/9/1 12:00,43,178,1m
1497166,2020/9/1 12:00,50,26,1n
1508674,2020/9/1 12:00,75,62,1o
1520283,2020/9/1 12:00,54,106,1p
1531894,2020/9/1 12:00,9,10,1q
1543761,2020/9/1 12:00,16,12,1r
1555467,2020/9/1 12:00,16,25,1s
1567326,2020/9/1 12:00,42,35,1t
1822574,2020/9/1 12:00,15,8,2a
1833958,2020/9/1 12:00,36,50,2b
1845543,2020/9/1 12:00,20,14,2c
1857092,2020/9/1 12:00,23,22,2d
1868805,2020/9/1 12:00,30,26,2e
1880551,2020/9/1 12:00,27,50,2f
1892270,2020/9/1 12:00,28,36,2g
1904065,2020/9/1 12:00,25,41,2h
1915736,2020/9/1 12:00,33,32,2i
1927242,2020/9/1 12:00,36,16,2j
1938729,2020/9/1 12:00,57,86,2k
1950241,2020/9/1 12:00,19,39,2l
1961699,2020/9/1 12:00,11,11,2m
1973145,2020/9/1 12:00,9,12,2n
1984568,2020/9/1 12:00,12,17,2o
1995942,2020/9/1 12:00,11,28,2p
2007431,2020/9/1 12:00,26,125,2q
2018969,2020/9/1 12:00,7,14,2r
2030409,2020/9/1 12:00,17,9,2s
2041848,2020/9/1 12:00,26,31,2t
2053425,2020/9/1 12:00,79,130,2u
2064963,2020/9/1 12:00,13,8,2v
2076471,2020/9/1 12:00,11,9,2w
2087997,2020/9/1 12:00,29,18,2x
1344430,2020/9/1 12:15,53,42,1a
1356016,2020/9/1 12:15,22,16,1b
1367702,2020/9/1 12:15,22,28,1c
1379437,2020/9/1 12:15,26,27,1d
1391372,2020/9/1 12:15,34,40,1e
1403225,2020/9/1 12:15,39,62,1f
1415014,2020/9/1 12:15,17,25,1g
1426663,2020/9/1 12:15,12,9,1h
1438378,2020/9/1 12:15,35,11,1i
1450144,2020/9/1 12:15,11,7,1j
1462101,2020/9/1 12:15,22,19,1k
1473824,2020/9/1 12:15,12,13,1l
1485513,2020/9/1 12:15,42,156,1m
1497167,2020/9/1 12:15,70,19,1n
1508675,2020/9/1 12:15,106,61,1o
1520284,2020/9/1 12:15,54,106,1p
1531895,2020/9/1 12:15,9,18,1q
1543762,2020/9/1 12:15,8,7,1r
1555468,2020/9/1 12:15,17,22,1s
1567327,2020/9/1 12:15,37,41,1t
1822575,2020/9/1 12:15,10,7,2a
1833959,2020/9/1 12:15,30,44,2b
1845544,2020/9/1 12:15,21,11,2c
1857093,2020/9/1 12:15,21,22,2d
1868806,2020/9/1 12:15,31,29,2e
1880552,2020/9/1 12:15,34,32,2f
1892271,2020/9/1 12:15,29,35,2g
1904066,2020/9/1 12:15,33,34,2h
1915737,2020/9/1 12:15,35,29,2i
1927243,2020/9/1 12:15,23,24,2j
1938730,2020/9/1 12:15,60,77,2k
1950242,2020/9/1 12:15,16,26,2l
1961700,2020/9/1 12:15,10,12,2m
1973146,2020/9/1 12:15,20,12,2n
1984569,2020/9/1 12:15,18,17,2o
1995943,2020/9/1 12:15,12,27,2p
2007432,2020/9/1 12:15,25,134,2q
2018970,2020/9/1 12:15,13,13,2r
2030410,2020/9/1 12:15,16,9,2s
2041849,2020/9/1 12:15,32,24,2t
2053426,2020/9/1 12:15,65,138,2u
2064964,2020/9/1 12:15,18,13,2v
2076472,2020/9/1 12:15,18,15,2w
2087998,2020/9/1 12:15,20,25,2x
1344431,2020/9/1 12:30,52,34,1a
1356017,2020/9/1 12:30,18,17,1b
1367703,2020/9/1 12:30,31,25,1c
1379438,2020/9/1 12:30,31,19,1d
1391373,2020/9/1 12:30,31,36,1e
1403226,2020/9/1 12:30,56,64,1f
1415015,2020/9/1 12:30,21,25,1g
1426664,2020/9/1 12:30,13,12,1h
1438379,2020/9/1 12:30,39,19,1i
1450145,2020/9/1 12:30,15,8,1j
1462102,2020/9/1 12:30,14,18,1k
1473825,2020/9/1 12:30,14,7,1l
1485514,2020/9/1 12:30,48,183,1m
1497168,2020/9/1 12:30,36,70,1n
1508676,2020/9/1 12:30,92,63,1o
1520285,2020/9/1 12:30,53,105,1p
1531896,2020/9/1 12:30,8,11,1q
1543763,2020/9/1 12:30,11,9,1r
1555469,2020/9/1 12:30,16,22,1s
1567328,2020/9/1 12:30,35,40,1t
1822576,2020/9/1 12:30,11,11,2a
1833960,2020/9/1 12:30,35,45,2b
1845545,2020/9/1 12:30,19,8,2c
1857094,2020/9/1 12:30,21,20,2d
1868807,2020/9/1 12:30,28,21,2e
1880553,2020/9/1 12:30,31,49,2f
1892272,2020/9/1 12:30,20,32,2g
1904067,2020/9/1 12:30,32,35,2h
1915738,2020/9/1 12:30,29,36,2i
1927244,2020/9/1 12:30,24,26,2j
1938731,2020/9/1 12:30,46,80,2k
1950243,2020/9/1 12:30,19,29,2l
1961701,2020/9/1 12:30,11,13,2m
1973147,2020/9/1 12:30,10,15,2n
1984570,2020/9/1 12:30,16,20,2o
1995944,2020/9/1 12:30,15,21,2p
2007433,2020/9/1 12:30,42,119,2q
2018971,2020/9/1 12:30,16,14,2r
2030411,2020/9/1 12:30,17,11,2s
2041850,2020/9/1 12:30,27,21,2t
2053427,2020/9/1 12:30,129,120,2u
2064965,2020/9/1 12:30,13,19,2v
2076473,2020/9/1 12:30,11,8,2w
2087999,2020/9/1 12:30,29,19,2x
1344432,2020/9/1 12:45,55,39,1a
1356018,2020/9/1 12:45,26,14,1b
1367704,2020/9/1 12:45,28,22,1c
1379439,2020/9/1 12:45,32,22,1d
1391374,2020/9/1 12:45,35,42,1e
1403227,2020/9/1 12:45,53,73,1f
1415016,2020/9/1 12:45,23,33,1g
1426665,2020/9/1 12:45,9,11,1h
1438380,2020/9/1 12:45,34,20,1i
1450146,2020/9/1 12:45,11,12,1j
1462103,2020/9/1 12:45,11,13,1k
1473826,2020/9/1 12:45,11,15,1l
1485515,2020/9/1 12:45,49,163,1m
1497169,2020/9/1 12:45,37,14,1n
1508677,2020/9/1 12:45,91,58,1o
1520286,2020/9/1 12:45,69,94,1p
1531897,2020/9/1 12:45,14,9,1q
1543764,2020/9/1 12:45,14,7,1r
1555470,2020/9/1 12:45,16,27,1s
1567329,2020/9/1 12:45,36,43,1t
1822577,2020/9/1 12:45,11,10,2a
1833961,2020/9/1 12:45,40,36,2b
1845546,2020/9/1 12:45,32,15,2c
1857095,2020/9/1 12:45,20,22,2d
1868808,2020/9/1 12:45,22,30,2e
1880554,2020/9/1 12:45,32,36,2f
1892273,2020/9/1 12:45,24,31,2g
1904068,2020/9/1 12:45,35,35,2h
1915739,2020/9/1 12:45,39,39,2i
1927245,2020/9/1 12:45,17,29,2j
1938732,2020/9/1 12:45,69,54,2k
1950244,2020/9/1 12:45,17,30,2l
1961702,2020/9/1 12:45,9,11,2m
1973148,2020/9/1 12:45,16,15,2n
1984571,2020/9/1 12:45,16,15,2o
1995945,2020/9/1 12:45,9,26,2p
2007434,2020/9/1 12:45,38,119,2q
2018972,2020/9/1 12:45,9,14,2r
2030412,2020/9/1 12:45,14,13,2s
2041851,2020/9/1 12:45,27,24,2t
2053428,2020/9/1 12:45,108,94,2u
2064966,2020/9/1 12:45,14,9,2v
2076474,2020/9/1 12:45,11,12,2w
2088000,2020/9/1 12:45,25,25,2x
1344433,2020/9/1 13:00,48,42,1a
1356019,2020/9/1 13:00,22,13,1b
1367705,2020/9/1 13:00,28,21,1c
1379440,2020/9/1 13:00,32,20,1d
1391375,2020/9/1 13:00,36,37,1e
1403228,2020/9/1 13:00,46,65,1f
1415017,2020/9/1 13:00,25,22,1g
1426666,2020/9/1 13:00,9,11,1h
1438381,2020/9/1 13:00,25,20,1i
1450147,2020/9/1 13:00,15,7,1j
1462104,2020/9/1 13:00,18,18,1k
1473827,2020/9/1 13:00,10,11,1l
1485516,2020/9/1 13:00,56,150,1m
1497170,2020/9/1 13:00,28,44,1n
1508678,2020/9/1 13:00,114,70,1o
1520287,2020/9/1 13:00,81,95,1p
1531898,2020/9/1 13:00,14,16,1q
1543765,2020/9/1 13:00,13,7,1r
1555471,2020/9/1 13:00,22,26,1s
1567330,2020/9/1 13:00,37,46,1t
1822578,2020/9/1 13:00,12,10,2a
1833962,2020/9/1 13:00,40,37,2b
1845547,2020/9/1 13:00,34,13,2c
1857096,2020/9/1 13:00,22,16,2d
1868809,2020/9/1 13:00,31,23,2e
1880555,2020/9/1 13:00,30,48,2f
1892274,2020/9/1 13:00,27,35,2g
1904069,2020/9/1 13:00,29,36,2h
1915740,2020/9/1 13:00,38,35,2i
1927246,2020/9/1 13:00,24,31,2j
1938733,2020/9/1 13:00,68,67,2k
1950245,2020/9/1 13:00,14,38,2l
1961703,2020/9/1 13:00,13,17,2m
1973149,2020/9/1 13:00,13,15,2n
1984572,2020/9/1 13:00,17,11,2o
1995946,2020/9/1 13:00,26,23,2p
2007435,2020/9/1 13:00,41,114,2q
